config,question_id,type,question,predicted,correct,score_mcq,score_numeric,score_explanation
Base,44,explanation,Why can we not use the kinematic equations (suvat) for a spring-mass system oscillating?,"The kinematic equations, such as those described by the SUVAT (Sum of Velocities, Uniform Acceleration, Variable Acceleration, and Time-of-Flight) system, are primarily used to describe the motion of objects under constant acceleration. In a spring-mass system, the motion is not necessarily under constant acceleration since the acceleration can change as the mass oscillates.

The behavior of a spring-mass system can be described by Hooke's law, which relates the force applied to a spring to the extension or compression of the spring. The equation of motion for a simple harmonic oscillator (a spring-mass system) is given by:

x(t) = A * cos(ωt + δ)

where x is the position, A is the amplitude, ω is the angular frequency, and δ is the phase angle. This equation describes the position of an oscillating mass as a function of time.

To find the acceleration in this system, we can take the second derivative of the position equation:

a(t) = - ω^2 * A * sin(ωt + δ)

The acceleration in the spring-mass system is not constant and depends on the position and velocity of the mass at that instant in time. Therefore, it is not possible to directly apply the kinematic equations to a spring-mass system without making additional assumptions or approximations. Instead, the motion of a spring-mass system is typically described using the second-order differential equation given by Hooke's law and Newton's second law.","Kinematic equations (like $v = u + at$) assume *constant* acceleration. In a spring-mass system ($F = -kx$), the force and thus acceleration varies with position ($a$ is not constant), so those specific equations are invalid. We must use simple harmonic motion equations.",0.0,0.0,5.0
Base,45,mcq,Elastic collision implies conservation of: (A) Momentum only (B) KE only (C) Momentum and KE (D) Mass only,"The correct answer is (C) Momentum and KE.

In an elastic collision, the total momentum before the collision is equal to the total momentum after the collision. This is a consequence of the conservation of momentum. Additionally, the total kinetic energy before the collision is equal to the total kinetic energy after the collision, assuming no energy is lost to non-conservative forces such as friction or work done by external forces. This is a consequence of the conservation of energy for elastic collisions. Therefore, both the momentum and the kinetic energy are conserved in an elastic collision.",C,1.0,0.0,0.0
Base,46,numeric,Calculate the gravitational potential energy of a 10kg mass raised to 2 meters. (g=9.8),"The gravitational potential energy of an object is given by the formula:

PE = m * g * h

where m is the mass, g is the acceleration due to gravity, and h is the height.

Substituting the given values into the formula, we get:

PE = 10 kg * 9.8 m/s^2 * 2 m

PE = 196 Joules.

Therefore, the gravitational potential energy of a 10kg mass raised to a height of 2 meters is 196 Joules.",196,0.0,1.0,0.0
Base,47,explanation,What happens to the period of a simple pendulum if the mass of the bob is doubled? Explain.,"A simple pendulum is a physical system consisting of a mass (the bob) suspended from a fixed point by a rod or string of length L, which is free to swing in a plane. The period T of a simple pendulum is given by the following approximation for small angles (amplitude less than 7 degrees):

T = 2π√(L/g)

Where L is the length of the pendulum and g is the acceleration due to gravity.

If the mass of the bob is doubled, the length of the pendulum remains unchanged. Thus, the period T of the pendulum will be affected:

Tnew = 2π√((L/2g))

To find the new period, we note that the only term inside the square root that changes when the mass is doubled is the mass term. Since the mass is now 2 times the original mass, the square root term must be the square root of 2, i.e., √2. Therefore, the new period Tnew is related to the original period T through:

Tnew = T * √2

So, when the mass of the bob is doubled, the period T of a simple pendulum increases by approximately 14.7% (approximately √2 or 1.414 times the original period). This seems counterintuitive; however, it is a consequence of the increased mass's energy storage capabilities, which requires more time for the pendulum to complete one full swing.",The period remains unchanged. The period of a simple pendulum $T = 2\pi\sqrt{L/g}$ depends only on length $L$ and gravity $g$. Mass cancels out in the derivation because both the restoring force (gravity) and the inertia (mass) scale linearly with mass.,0.0,0.0,4.5
Base,48,mcq,The scalar product of force and velocity gives: (A) Work (B) Power (C) Momentum (D) Acceleration,"The scalar product of force and velocity represents the magnitude of the power vector. So, the answer is (B) Power.

Explanation:

The scalar product of two vectors A and B is given by the equation: A · B = |A| * |B| * cosθ, where |A| and |B| are the magnitudes of vectors A and B, respectively, and θ is the angle between them.

When we take the scalar product of force F and velocity V, we have:

F · V = |F| * |V| * cosθ

The magnitude of force is given by the equation: |F| = ma, where m is the mass and a is the acceleration.

The magnitude of velocity is given by the equation: |V| = vs, where vs is the speed.

Substituting these values into the scalar product equation, we get:

F · V = m * a * vs * cosθ

The term ""vs * cosθ"" represents the direction cosine between force and velocity vectors. Since the direction cosine lies between -1 and 1, we cannot determine its sign from just this information.

However, we do know that power is defined as force times velocity, so P = F · V. Therefore, the scalar product of force and velocity represents the magnitude of the power vector.

It's important to note that the scalar product of two vectors can also be represented as the product of their magnitudes and their dot product (or inner product), which is a scalar value.

Therefore, P = F · V = (m * a) * (vs * cosθ) = ma * vs * cosθ = F * V * cosθ = F * V (since cosθ is a scalar).

So, the scalar product of force and velocity represents the product of their magnitudes and the direction cosine between them, which is the definition of power.",B,1.0,0.0,0.0
Base,49,numeric,A force of 10N is applied to a nut using a wrench of length 0.2m perpendicular to the axis. What is the torque?,"To calculate the torque, we need to find the distance from the axis of rotation to the point where the force is applied. In this case, we are given the length of the wrench (0.2m) which is the distance from the point of application of the force to the axis of rotation. Therefore, the torque can be calculated as the product of the force and the distance:

Torque = Force * Distance
Torque = 10N * 0.2m
Torque = 2Nm

So, the torque is 2 Newton-meters (Nm).",2,0.0,1.0,0.0
Base,50,explanation,Explain using the Impulse-Momentum theorem why airbags reduce injury in car crashes.,"The Impulse-Momentum theorem, also known as Newton's Second Law of Motion, relates the force applied to an object to the change in its momentum. The theorem states that the force F acting on an object is equal to the mass m of the object multiplied by its acceleration a (F = ma). In the context of impulse, the theorem can be expressed as the change in an object's momentum (Δp) being equal to the force applied to it for a given time interval (Δt): Δp = F Δt.

In a car crash, the occupants and other objects inside the car experience a sudden change in momentum due to the force of the collision. If not for the presence of safety features like airbags, the occupants could experience a large change in momentum, leading to significant injuries.

Airbags work by absorbing the force of the collision and reducing the deceleration experienced by the occupants, thereby minimizing the change in their momentum and decreasing the risk of injury.

When a car collides with an obstacle, the crash causes the car to decelerate rapidly. The occupants inside the car also experience this deceleration and, without safety features like airbags, would be forced to come to a sudden stop with the car. However, when an airbag is deployed, it inflates rapidly and comes into contact with the occupant, providing a soft and gradual deceleration.

The force of the airbag on the occupant is transferred to the airbag material, which is designed to absorb much of the energy from the collision. By reducing the force of the collision on the occupant, the airbag helps minimize the change in their momentum and shields them from the full brunt of the impact.

Additionally, airbags can help prevent occupants from colliding with hard surfaces in the car, such as the steering wheel or dashboard, which can cause further injuries. Overall, airbags play a crucial role in reducing the force of the collision and minimizing the change in momentum of the occupants, thereby reducing the risk of injury during a car crash.","The change in momentum (to bring the passenger to a stop) is fixed. The Impulse $J = F \Delta t = \Delta p$. Airbags increase the time/duration $\Delta t$ of the collision. By increasing $\Delta t$ for the same $\Delta p$, the average force $F$ exerted on the passenger is significantly reduced, minimizing injury.",0.0,0.0,5.0
Base+RAG,1,mcq,Which of the following units is an SI base unit? (A) Newton (B) Joule (C) Kilogram (D) Watt,"(C) Kilogram is an SI base unit. The other units listed are derived units in the SI system. A Newton (N) is a derived unit of force, which is measured in kilograms (kg) times meters squared (m²) per second squared (s²). A Joule (J) is a derived unit of energy, which is measured in kilograms (kg) times meters squared (m²) and can also be expressed as newtons (N) times meters (m). A Watt (W) is a derived unit of power, which is measured in kilograms (kg) times meters squared (m²) per second (s).",C,1.0,0.0,0.0
Base+RAG,2,numeric,"If an object travels 100 meters in 4 seconds, what is its average speed in m/s?","To find the average speed of an object in meters per second given that it travels a certain distance in a certain time, you can use the formula:

$\text{Average speed}=\frac{\text{Distance}}{\text{Time}}.\text{Average speed}=\frac{\text{Distance}}{\text{Time}}.$

Substituting the given values, we have:

$\text{Average speed}=\frac{100\text{m}}{4\text{s}}.\text{Average speed}=\frac{100\text{m}}{4\text{s}}.$

Simplifying the fraction:

$\text{Average speed}=25.0\text{m/s}.\text{Average speed}=25.0\text{m/s}.$

Therefore, the average speed of the object is 25.0 meters per second.",25,0.0,1.0,0.0
Base+RAG,3,explanation,Explain the difference between accuracy and precision in the context of experimental physics.,"In the context of experimental physics, accuracy and precision are two related but distinct concepts.

Accuracy is how close a measurement is to the true value or accepted reference value. It is a measure of how close the measurement is to the target. For example, if we measure the length of a standard printer paper and obtain a measurement of 11.1 in., 11.2 in., and 10.9 in., and the accepted reference value is 11.0 in., then these measurements are quite accurate because they are very close to the reference value. In contrast, if we had obtained a measurement of 12 in., our measurement would not be very accurate.

Precision, on the other hand, is a measure of the degree of agreement among repeated measurements. It is a measure of the reproducibility of the measurement. For example, if we measure the length of a standard printer paper three times and obtain measurements of 11.1 in., 11.2 in., and 11.0 in., then these measurements are precise because they agree closely with each other. However, if we obtain measurements of 11.1 in., 12.3 in., and 10.7 in., then these measurements are not very precise.

In summary, accuracy refers to how close a measurement is to the true value, while precision refers to how close the agreement is among repeated measurements. An accurate measurement is one that is close to the true value, while a precise measurement is one that has a small degree of disagreement among repeated measurements. It is possible to have measurements that are accurate but not precise, precise but not accurate, or both accurate and precise.","Accuracy refers to how close a measurement is to the true or accepted value. Precision refers to how close repeated measurements are to each other, regardless of whether they are accurate.",0.0,0.0,5.0
Base+RAG,4,mcq,What is the dimension of Force? (A) MLT^-1 (B) MLT^-2 (C) ML^2T^-2 (D) LT^-2,"The correct answer is (A) MLT^-1. Force has the dimension of mass (M) times length (L) per time squared (T^2). However, the standard definition of force is mass (M) times length per time squared (LT^-1). So, the dimension of force is MLT^-1.",B,0.0,0.0,0.0
Base+RAG,5,numeric,A car accelerates from rest to 20 m/s in 5 seconds. What is the magnitude of its average acceleration in m/s^2?,"The magnitude of the average acceleration of a car that accelerates from rest to 20 m/s in 5 seconds is 4 m/s².

Here's the reasoning behind this:

We know that acceleration is the change in velocity (Δv) divided by the change in time (Δt). In this case, the initial velocity (v₀) is 0 m/s, the final velocity (v) is 20 m/s, and the time interval (Δt) is 5 seconds.

Using the definition of acceleration, we have:

acceleration = Δv / Δt

acceleration = (v - v₀) / Δt

acceleration = (20 m/s - 0 m/s) / 5 s

acceleration = 4 m/s²

Therefore, the magnitude of the average acceleration of the car is 4 m/s².",4,0.0,1.0,0.0
Base+RAG,6,mcq,Which vector operation results in a scalar? (A) Cross product (B) Dot product (C) Vector addition (D) Scalar multiplication,(B) Dot product,B,1.0,0.0,0.0
Base+RAG,7,mcq,An object in uniform circular motion has a constant: (A) Velocity (B) Speed (C) Acceleration vector (D) Displacement,"An object in uniform circular motion has a constant speed (B). However, as the text states, such objects are actually accelerating, but in a specific way. The acceleration in uniform circular motion is called centripetal acceleration and is directed towards the center of the circle. When the speed is changing, there is also a tangential acceleration, which is perpendicular to the direction of centripetal acceleration and is directed tangent to the circle.

In the example provided, the particle moves in a circle of radius r = 2.0 m, and its speed varies with time according to the given equation v(t) = c₁ - c₂/t², where c₁ = 4.0 m/s and c₂ = 6.0 m·s.

To find the centripetal acceleration, we can use the formula for uniform circular motion: aₑ = ô²r, where ô is the angular frequency. First, we need to find the angular frequency from the given speed equation:

v(t) = ôr

ô = v(t) / r
ô = (4.0 m/s) / (2.0 m) = 2.0 rad/s

Now, we can find the centripetal acceleration:

aₑ = ô²r
aₑ = (2.0 rad/s)² * (2.0 m) = 4.0 m/s²

The direction of the centripetal acceleration is towards the center of the circle.

To find the tangential acceleration, we differentiate the velocity equation with respect to time:

aₙ = d(v(t))/dt = -2c₂/t³

Now, we can find the tangential acceleration at t = 2.0 s:

aₙ(2.0 s) = -2(6.0 m·s) / (2.0 s)³ = -3.0 m/s²

Since aₑ is directed towards the center and aₙ is directed tangent to the circle, we can find the total acceleration by adding the two vectors:

aₙtotal = aₑ + aₙ
aₙtotal",B,0.0,0.0,0.0
Base+RAG,8,numeric,calculate the work done (in Joules) by a 10 N force moving an object 5 meters in the direction of the force.,"To calculate the work done by a force moving an object, we can use the formula:

Work = Force × Distance

In this case, the force is 10 N and the distance is 5 meters, so:

Work = 10 N × 5 m = 50 Joules

Therefore, the work done by the 10 N force moving an object 5 meters in the direction of the force is 50 Joules.",50,0.0,1.0,0.0
Base+RAG,9,explanation,Why does a passenger in a turning car feel pushed to the side?,"A passenger in a turning car feels pushed to the side due to the centrifugal force, which is an inertial force that results from the passenger's inertia as the car turns. Although the passenger is moving in a circular path with the car, from an inertial frame of reference (such as the earth), the passenger is actually moving in a straight line. The force felt by the passenger is not due to any physical cause like tension, friction, or gravitation, but rather it is a result of the passenger's tendency to continue moving in a straight line as the car turns.

Centripetal force, on the other hand, is the force that always acts perpendicularly towards the center of a circular path and keeps an object moving in a circular motion. It can be caused by various forces such as tension, friction, gravitational force, or even inertial force in the case of a rotating reference frame.

When a passenger feels pushed to the side in a turning car, it is because of the centrifugal force, not the centripetal force. The centripetal force required to keep the passenger moving in a circular path is actually being provided by the seat belt or the car's frame, which prevent the passenger from flying out of the car due to centrifugal force.","This is due to basic inertia (Newton's First Law). The passenger's body tends to continue moving in a straight line, while the car turns. The sensation of being pushed outward is a 'fictitious force' (centrifugal force) experienced in the non-inertial reference frame of the car.",0.0,0.0,4.5
Base+RAG,10,mcq,The slope of a velocity-time graph represents: (A) Displacement (B) Acceleration (C) Force (D) Momentum,"The slope of a velocity-time graph represents acceleration. Therefore, the answer is (B) Acceleration.",B,0.0,0.0,0.0
Base+RAG,11,numeric,A 2 kg block slides down a frictionless 30-degree incline. value of g is 9.8 m/s^2. What is the acceleration along the incline in m/s^2?,"The acceleration of a block sliding down a frictionless incline can be calculated using the formula:

$a=gsin\theta$

where:

* $a$ is the acceleration
* $g$ is the acceleration due to gravity
* $\theta$ is the angle of the incline

Given:

* Mass of block $m=2\ kg$
* Angle of incline $\theta =30\ degrees$
* Gravity $g=9.8\ m/s^2$

First, convert angles to radians:

$\theta =30\ degrees =0.524\ radians$

Then, calculate the acceleration:

$a=gsin\theta =9.8\ m/s^2\times sin(0.524) \approx 4.32\ m/s^2$

So, the acceleration along the incline is approximately $4.32\ m/s^2$.",4.9,0.0,0.0,0.0
Base+RAG,12,mcq,Which of Newton's laws explains recoil in a gun? (A) First Law (B) Second Law (C) Third Law (D) Law of Gravitation,"(C) Third Law explains recoil in a gun. When a bullet is fired from a gun, the force of the explosion pushes the bullet forward with great force. By Newton's third law, there is an equal and opposite reaction force that pushes the gun back, causing the recoil.",C,1.0,0.0,0.0
Base+RAG,13,explanation,Describe the relationship between kinetic energy and work as stated by the Work-Energy Theorem.,"The Work-Energy Theorem states that the change in kinetic energy of an object is equal to the work done on it by an external force. In mathematical terms, this can be expressed as:

ΔK.E. = W

where ΔK.E. is the change in kinetic energy, W is the work done, and both are measured with respect to the same reference frame. This theorem helps to relate work and energy, showing that work can be used to increase the kinetic energy of an object, and conversely, that the kinetic energy of an object can be used to do work.","The Work-Energy Theorem states that the net work done on an object is equal to the change in its kinetic energy ($W_{net} = \Delta KE$). If positive work is done, kinetic energy increases; if negative work is done, it decreases.",0.0,0.0,4.5
Base+RAG,14,mcq,"If the distance between two masses is doubled, the gravitational force between them becomes: (A) Double (B) Half (C) One-fourth (D) Four times","The correct answer is (B) Half. The gravitational force between two masses is given by the formula F = G * (m1 * m2 / r^2), where m1 and m2 are the masses, r is the distance between them, and G is the gravitational constant. If we double the distance r between the masses, the gravitational force will be reduced by a factor of 1/2 (because the mass term in the denominator is squared). Therefore, the force is not doubled, but rather halved.",C,0.0,0.0,0.0
Base+RAG,15,numeric,Convert 72 km/h to m/s.,"To convert 72 km/h to m/s, we can use the conversion factor that relates kilometers per hour to meters per second. We know that 1 km/h is equal to 1000 m/s, so we can set up the conversion as follows:

$72\text{km/h}Ã\frac{1000\text{m/s}}{1\text{km/h}}=72,000\text{m/s}72\text{km/h}Ã\frac{1000\text{m/s}}{1\text{km/h}}=72,000\text{m/s}.$

However, this answer is not correct because it is not in the desired units of meters per second. We made an error in our calculation by not canceling the units properly. The correct calculation is as follows:

$72\text{km/h}Ã\frac{1000\text{m/s}}{36,000\text{m/s}}=\frac{72\text{km/h}Ã1000\text{m/s}}{36,000\text{m/s}}=\frac{72}{36}\approx 2\text{m/s}72\text{km/h}Ã\frac{1000\text{m/s}}{36,000\text{m/s}}=\frac{72\text{km/h}Ã1000\text{m/s}}{36,000\text{m/s}}=\frac{72}{36}\approx 2\text{m/s}.$

Therefore, the conversion factor to convert from km/h to m/s is $\frac{1000\text{m/s}}{36,000\text{m/s}}$ instead of $\frac{1000\text{m/s}}{1\text{km/h}}$. Using this conversion factor, we find that 72 km/h is equivalent to approximately 2 m/s.",20,0.0,0.0,0.0
Base+RAG,16,explanation,Explain why static friction is usually greater than kinetic friction.,"Static friction is the force that prevents objects from moving when they are in contact, while kinetic friction is the force that opposes the motion of an object when it is already in motion. The reason why the coefficient of static friction is usually greater than the coefficient of kinetic friction is due to the microscopic interactions between the surfaces in contact.

When two surfaces are in contact, the actual area of contact is much smaller than the total area due to the roughness and irregularities of the surfaces. The normal force applied to the surfaces increases the pressure at the points of contact, which in turn increases the actual area of contact. This results in a larger force of static friction.

However, when an object is already in motion, the microscopic interactions between the surfaces are different. The molecules at the points of contact are no longer in their rest position and have some degree of sliding or rolling motion. This reduces the effectiveness of the intermolecular forces that contribute to the frictional force, resulting in a lower coefficient of kinetic friction.

Therefore, the coefficient of static friction is usually greater than the coefficient of kinetic friction due to the larger area of actual contact and the more effective intermolecular forces that exist when surfaces are in the static state.","Static friction arises from the interlocking of irregularities and molecular bonds between surfaces at rest, requiring more force to break them ('cold welding'). Kinetic friction occurs when surfaces are already sliding, where the contact points don't have enough time to bond as strongly.",0.0,0.0,5.0
Base+RAG,17,mcq,Potential energy is associated with: (A) Motion (B) Position (C) Time (D) Velocity,(B) Position. Potential energy is a property of a system and depends on the position of the objects involved in the system.,B,1.0,0.0,0.0
Base+RAG,18,numeric,A spring with constant k=100 N/m is compressed by 0.2 m. How much potential energy (in J) is stored?,"To find the potential energy stored in the compressed spring, we can use the formula:

Potential Energy = 0.5 * k * x^2

where:
- k is the spring constant (100 N/m)
- x is the displacement from the equilibrium position (0.2 m)

Plugging in the values, we have:

Potential Energy = 0.5 * 100 N/m * (0.2 m)²
Potential Energy = 20 J

Therefore, the spring stores 20 Joules of potential energy when compressed by 0.2 meters.",2,0.0,0.0,0.0
Base+RAG,19,mcq,"In an inelastic collision, which quantity is conserved? (A) Kinetic Energy (B) Momentum (C) Both (D) Neither","(B) Momentum

Explanation: In an inelastic collision, the total momentum before the collision is equal to the total momentum after the collision. This is because energy is transferred between the colliding objects, but no energy is lost to external forces such as friction or air resistance. Therefore, the conservation of momentum is the key property that makes inelastic collisions predictable. The conservation of kinetic energy only holds true for elastic collisions, where some energy is lost as heat due to the deformation of the colliding objects.",B,1.0,0.0,0.0
Base+RAG,20,explanation,What is the difference between mass and weight?,"Mass is a measure of the amount of matter in an object, while weight is the force exerted on an object due to gravity. Mass is a property of an object and does not change regardless of its location, whereas weight depends on the gravitational force acting on an object and can vary depending on the location. For example, an object with a mass of 5 kg has the same mass on Earth as it does on the Moon, but it weighs less on the Moon because the Moon's gravitational force is weaker than Earth's.","Mass is the measure of the amount of matter in an object and is intrinsic (scalar, doesn't change with location). Weight is the force of gravity acting on that mass ($W=mg$) and depends on the local gravitational field (vector).",0.0,0.0,5.0
Base+RAG,21,mcq,The area under a force-displacement graph represents: (A) Impulse (B) Work (C) Power (D) Acceleration,The area under a force-displacement graph represents work. (B),B,0.0,0.0,0.0
Base+RAG,22,numeric,"What is the period (in seconds) of a pendulum of length 1 meter? (Assume g=9.8 m/s^2, use T = 2*pi*sqrt(L/g), pi approx 3.14)","The period T of a simple pendulum is given by the formula T = 2π√(L/g), where L is the length of the pendulum and g is the acceleration due to gravity.

Substituting the given value of L = 1 m, we have:

T = 2π√(1 m / 9.8 m/s²)

Using the approximation π ≈ 3.14, we get:

T ≈ 2 * 3.14 * √(1 m / 9.8 m/s²)

T ≈ 2 * 3.14 * √(0.10206)

T ≈ 2 * 3.14 * 0.1025

T ≈ 0.6287 seconds

Therefore, the period of the pendulum is approximately 0.629 seconds.",2.0,0.0,0.0,0.0
Base+RAG,23,explanation,Use the concept of center of mass to explain why a high jumper uses the Fosbury Flop technique.,"The Fosbury Flop technique is used by high jumpers to clear the bar in a more efficient and effective way. This technique involves approaching the bar at an angle, bending backwards and kicking the feet over the bar, allowing the body to arch over the bar and land on the other side.

The reason behind this technique from the perspective of center of mass is that it helps to keep the center of mass below the bar during the jump. In the traditional scissors kick technique, the center of mass passes above the bar, which requires more energy to clear it and increases the risk of missing the bar or not jumping high enough.

By using the Fosbury Flop technique, the center of mass remains below the bar during the jump, allowing the athlete to use their energy more efficiently to clear the bar with less effort and a higher jumping height. This is a significant advantage in high jump competitions, as it allows athletes to jump higher and clear the bar with fewer attempts, ultimately leading to a better performance and potentially winning the competition.",The Fosbury Flop allows the jumper to arch their back such that their center of mass passes *under* the bar while their body passes over it. This requires less energy/vertical lift compared to techniques where the center of mass must clear the bar height.,0.0,0.0,4.5
Base+RAG,24,mcq,Which force is non-conservative? (A) Gravity (B) Spring force (C) Friction (D) Electrostatic force,"(C) Friction

Explanation:

Gravity, spring force, and electrostatic force are conservative forces. They only depend on the position or configuration of the bodies involved and not on the path taken to get there. Friction, on the other hand, is a non-conservative force. Its effect depends not only on the positions of the bodies but also on the contact between them and the path taken. When work is done by or against a non-conservative force, energy is lost and cannot be regained. In the case of friction, energy is dissipated as heat.",C,1.0,0.0,0.0
Base+RAG,25,numeric,A wheel rotates at 300 revolutions per minute. What is its angular velocity in rad/s? (Use pi=3.14),"To find the angular velocity of the wheel in radians per second, we can use the given angular frequency (revolutions per minute) and convert it to radians per second using the conversion factor of 2π radians per revolution.

Angular frequency (angular velocity) = 300 revolutions per minute

First, convert revolutions per minute to revolutions per second:

300 revolutions per minute × (1 minute / 60 seconds) = 5 revolutions per second

Now, convert revolutions per second to radians per second using the conversion factor of 2π radians per revolution:

Angular velocity = 5 revolutions per second × 2π radians per revolution = 10π radians per second ≈ 31.42 radians per second

So, the angular velocity of the wheel is approximately 31.42 radians per second.",31.4,0.0,1.0,0.0
Base+RAG,26,explanation,Why is banking of roads used on curves?,"Banking of roads on curves is used to help vehicles negotiate the curve by reducing the force needed to keep the vehicle moving in a circular path. This is achieved by sloping the road surface inward, which creates a centripetal force that helps to counteract the centrifugal force experienced by the vehicle as it moves around the curve. This allows vehicles to travel at higher speeds around a curve without losing control or skidding, and can also reduce the need for friction between the tires and the road surface.","Banking provides a component of the Normal force towards the center of the curve, which contributes to the necessary centripetal force. This reduces the reliance on friction to turn the vehicle, allowing for higher speeds or safer turns on slippery surfaces.",0.0,0.0,4.5
Base+RAG,27,mcq,The rate of change of momentum is equal to: (A) Impulse (B) Force (C) Energy (D) Power,The rate of change of momentum is equal to (B) Force.,B,1.0,0.0,0.0
Base+RAG,28,numeric,A 5 kg ball is dropped from a height of 10 meters. What is its potential energy relative to the ground? (g=9.8 m/s^2),"To find the potential energy of the ball relative to the ground, we can use the formula:

PE = mgh

where m is the mass of the ball, g is the acceleration due to gravity, and h is the height of the ball above the ground.

Given:
m = 5 kg
g = 9.8 m/s²
h = 10 m

Plugging these values into the formula, we get:

PE = (5 kg) x (9.8 m/s²) x (10 m) = 490 J

So, the potential energy of the ball relative to the ground is 490 J.",490,0.0,1.0,0.0
Base+RAG,29,explanation,Explain Newton's First Law (Law of Inertia) with an example.,"Newton's First Law, also known as the Law of Inertia, states that an object will remain in its state of motion (at rest or in uniform motion) if there is no net external force acting on it. This means that an object requires a force to change its state of motion.

Let's consider an example to illustrate this concept. Suppose you are sitting in a parked car, and there are no external forces acting on the car (no friction, wind, or other forces). In this situation, the car remains at rest because there is no net external force acting on it. If, however, you apply the car's brakes, the net external force causes the car to slow down and eventually come to a stop.

Another example is an astronaut in a spacecraft that is moving at constant velocity in a vacuum. In this case, there is no net external force acting on the spacecraft, so it continues to move at constant velocity in a straight line. This is why astronauts in space can float around the spacecraft without the need for any propulsion or other means to stay in place.

Therefore, Newton's First Law explains that an object will remain at rest or in uniform motion if there is no net external force acting on it. This principle is fundamental to our understanding of motion and is a key concept in physics.","An object at rest stays at rest, and an object in motion stays in motion with the same velocity unless acted upon by a net external force. Example: A hockey puck sliding on frictionless ice will continue indefinitely until it hits a wall.",0.0,0.0,4.5
Base+RAG,30,mcq,Torque depends on: (A) Force only (B) Lever arm only (C) Force and lever arm (D) Mass and velocity,"The correct answer is (C) Force and lever arm. Torque is the product of the force applied and the length of the lever arm, which is the perpendicular distance from the pivot to the point where the force is applied.",C,1.0,0.0,0.0
Base+RAG,31,numeric,Calculate the impulse derived from a force of 50 N acting for 0.1 seconds.,"The impulse (J) is the product of force (F) and time (t): J = Ft. In this case, the force is 50 N and the time is 0.1 seconds, so the impulse is J = 50 N * 0.1 s = 5 Joules.",5,0.0,1.0,0.0
Base+RAG,32,explanation,Why does a solitary force not exist in nature according to Newton's Third Law?,"According to Newton's Third Law, when one body exerts a force on another body, the first body experiences a force that is equal in magnitude and opposite in direction to the force that it exerts. This means that forces always come in pairs, where each force is acting on different bodies or systems. Therefore, a solitary force, where only one body is exerting a force without any reaction, does not exist in nature based on Newton's Third Law.","Newton's Third Law states that for every action, there is an equal and opposite reaction. Forces always occur in pairs (action-reaction pairs) acting on different objects. You cannot touch something without it touching you back.",0.0,0.0,4.5
Base+RAG,33,mcq,Angular momentum is conserved when: (A) Net force is zero (B) Net torque is zero (C) Kinetic energy is constant (D) Velocity is constant,"The correct answer is (B) Net torque is zero.

Angular momentum, represented by the product of an object's mass, linear velocity, and the distance from the pivot to the object, is conserved when there is no net external torque acting on the system. This is because the net torque is the sum of all the partial torques acting on an object and represents the tendency of a net force to cause an object to rotate about a pivot point. If the net torque is zero, then the angular momentum, which is a measure of the rotational motion of an object, remains constant.",B,1.0,0.0,0.0
Base+RAG,34,numeric,A 1000 kg car rounds a turn of radius 50 m at 10 m/s. What is the centripetal force required?,"To find the centripetal force required for the car to round the turn of radius 50 m at a speed of 10 m/s, we can use the centripetal force equation:

${F}_{\text{c}}=\frac{m{v}^{2}}{r}.$

Substituting the given values, we get:

${F}_{\text{c}}=\frac{(1000\text{ kg}){(10\text{ m/s})}^{2}}{(50\text{ m})}.$

Simplifying the expression, we get:

${F}_{\text{c}}=20,000\text{ N}.$

Therefore, the centripetal force required for the car to round the turn is 20,000 N.",2000,0.0,0.0,0.0
Base+RAG,35,explanation,Differentiate between conservative and non-conservative forces.,"Conservative forces are those that can be described by a potential energy function. This means that the force is dependent on the position or configuration of the system, and the work done by the force in moving a particle from one position to another can be calculated as the difference in potential energy between the two positions. Examples of conservative forces include the force of gravity and the force of a spring (as described by Hooke's law).

Non-conservative forces, on the other hand, do not have a corresponding potential energy function. The work done by a non-conservative force in moving a particle from one position to another depends on the path taken, and cannot be calculated solely based on the initial and final positions. Examples of non-conservative forces include frictional forces and the force of air resistance.

It's important to note that whether a force is conservative or non-conservative depends on the specific situation and the frame of reference being used. For example, the force of friction is non-conservative in one reference frame (the frame where the object is moving), but it can be considered conservative in another reference frame (the frame where the object is at rest).

In summary, conservative forces are those for which the work done can be calculated from the difference in potential energy between two positions, while non-conservative forces do not have a corresponding potential energy function and the work done depends on the path taken.","A conservative force (like gravity) does work that is independent of the path taken; energy used against it is stored as potential energy and is recoverable. A non-conservative force (like friction) depends on the path, and work done dissipates mechanical energy into heat.",0.0,0.0,4.5
Base+RAG,36,mcq,A skater spins faster when she pulls her arms in. This is due to conservation of: (A) Energy (B) Linear Momentum (C) Angular Momentum (D) Mass,"(C) Angular Momentum. When a skater pulls her arms in, she decreases the distance between her arms and the mass of her body is concentrated in a smaller area, resulting in an increase in angular momentum and a faster spinning rate.",C,1.0,0.0,0.0
Base+RAG,37,numeric,Find the kinetic energy of a 2 kg object moving at 3 m/s.,"To find the kinetic energy of a 2 kg object moving at 3 m/s, we use the formula:

K.E. = 1/2 * m * v^2

where m is the mass of the object and v is its velocity. Substituting the given values, we get:

K.E. = 1/2 * 2 kg * (3 m/s)²

K.E. = 1/2 * 2 kg * 9 m²/s²

K.E. = 9 joules.

Therefore, the kinetic energy of a 2 kg object moving at 3 m/s is 9 joules.",9,0.0,1.0,0.0
